ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vx
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,Mario,U,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,COIN,R,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,L,VelChange,Mario,None,vx
BLOCK,Mario,R,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,D,None,None,None,None
BLOCK,Mario,U,None,None,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Mario,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,BLOCK,D,None,None,None,None
BLOCK,Mario,U,None,None,None,None
Goomba,ROCK,L,VelChange,Goomba,None,vx
ROCK,Goomba,R,VelChange,Goomba,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Goomba,TUBE_SIDE_LEFT,R,VelChange,Goomba,None,vx
TUBE_SIDE_LEFT,Goomba,L,VelChange,Goomba,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Goomba,None,vx
TUBE_TOP_LEFT,Mario,U,VelChange,Goomba,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vx
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vx
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vy
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vx
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vx
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vy
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
GreenKoopa,GROUND,D,VelChange,GreenKoopa,None,vy
GreenKoopa,GROUND,D,VelChange,Goomba,None,vy
GROUND,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GROUND,GreenKoopa,U,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,GreenKoopa,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,GreenKoopa,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GreenKoopa,D,VelChange,Mario,None,vy
Mario,GreenKoopa,D,Delete,GreenKoopa,None,None
GreenKoopa,Mario,U,VelChange,Mario,None,vy
GreenKoopa,Mario,U,Delete,GreenKoopa,None,None
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
GreenKoopa,GROUND,D,VelChange,GreenKoopa,None,vy
GROUND,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,Mario,U,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,SPENT,L,VelChange,Mario,None,vx
SPENT,Mario,R,VelChange,Mario,None,vx
Mario,SPENT,D,VelChange,Mario,None,vy
SPENT,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,SPENT,D,VelChange,Mario,None,vy
SPENT,Mario,U,VelChange,Mario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,D,None,None,None,None
SPENT,FireMario,U,None,None,None,None
FireMario,BLOCK,R,VelChange,FireMario,None,vx
BLOCK,FireMario,L,VelChange,FireMario,None,vx
FireMario,BLOCK,R,VelChange,FireMario,None,vx
BLOCK,FireMario,L,VelChange,FireMario,None,vx
FireMario,SPENT,D,VelChange,FireMario,None,vy
SPENT,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,TUBE_TOP_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_TOP_LEFT,R,VelChange,Fireball,None,vx
TUBE_TOP_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_TOP_LEFT,Fireball,L,VelChange,Fireball,None,vx
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,FireMario,L,None,None,None,None
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,append,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,append,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,FireMario,None,vx
Fireball,8,D,VelChange,Fireball,None,vy
Fireball,8,D,append,Fireball,None,None
Fireball,8,D,VelChange,FireMario,None,vx
8,Fireball,U,VelChange,Fireball,None,vy
8,Fireball,U,append,Fireball,None,None
8,Fireball,U,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vy
FireMario,LEFT_UP_GRASS_EDGE,R,append,Fireball,None,None
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,FireMario,L,append,Fireball,None,None
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx
Fireball,8,R,Delete,Fireball,None,None
Fireball,8,R,VelChange,Fireball,None,vx
8,Fireball,L,Delete,Fireball,None,None
8,Fireball,L,VelChange,Fireball,None,vx
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,ROCK,D,VelChange,FireMario,None,vy
ROCK,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,VelChange,Fireball,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
Fireball,6,R,VelChange,FireMario,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
6,Fireball,L,VelChange,FireMario,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,VelChange,FireMario,None,vx
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
